"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000050777",378.192954820518,3.94037956568117,0.369001058196099,10.6785047851736,1.28321784229389e-26,2.04219624251943e-24
"ENSMUSG00000026342",1961.67102154131,1.37641165012342,0.165281739782848,8.32766917828789,8.24495307984013e-17,6.28074383088065e-15
"ENSMUSG00000025940",635.475499407307,0.595570859067237,0.127929884957508,4.65544746847116,3.23277826934105e-06,4.3708981513937e-05
"ENSMUSG00000052331",421.786499718333,2.075997300269,0.624965069010769,3.32178133340317,0.000894447606057279,0.00538543252048855
"ENSMUSG00000089670",136.028630264208,2.34990555231197,0.61401376338739,3.82712195138431,0.000129650290095603,0.00106665859345694
"ENSMUSG00000038331",62.7300570163625,0.831263124411443,0.221100594760267,3.75966028184031,0.000170144241817274,0.0013410801343995
"ENSMUSG00000026255",44.5196544908465,2.52757311099611,0.706779153468278,3.57618514721735,0.000348644771518607,0.00247337826836
"ENSMUSG00000073530",1314.78814879452,6.13368989194342,1.40688491180568,4.35976663085474,1.30201222544208e-05,0.000147070874615261
"ENSMUSG00000047661",948.824237257292,27.7014037599845,3.02622451636034,9.15378340576697,5.49737266472338e-20,5.92057557761976e-18
"ENSMUSG00000039246",76.6895505725005,0.991918572079249,0.201241526261918,4.92899547376844,8.26534891494605e-07,1.34015579486594e-05
"ENSMUSG00000048000",1692.2126108595,0.419484898713615,0.0737679274140871,5.68654852343741,1.29632564911703e-08,3.18172816000374e-07
"ENSMUSG00000073725",1771.36032366036,0.756907799487473,0.192969173988239,3.92242856122505,8.76608893475522e-05,0.000761312124170295
"ENSMUSG00000026027",325.8916972573,1.06998041734014,0.203102151115914,5.26818850249145,1.37776590057283e-07,2.70423085559408e-06
"ENSMUSG00000026698",651.99726804556,0.463836228458396,0.0902320158853033,5.14048393918177,2.74031748437306e-07,4.96876434430662e-06
"ENSMUSG00000026627",257.629197560431,0.99676522053306,0.200728966341559,4.96572686393938,6.84442290414773e-07,1.13480259245544e-05
"ENSMUSG00000026023",13.411372816193,3.01155380503092,0.950056984378834,3.169866497008,0.00152508991470286,0.00828383335867076
"ENSMUSG00000102596",10.0524170273076,3.26496204278806,0.643232769555051,5.07586397541058,3.85739183806478e-07,6.73050226717085e-06
"ENSMUSG00000026018",56.5326088569073,1.98116585453447,0.387440971327992,5.11346502086198,3.16302349458553e-07,5.64912830848564e-06
"ENSMUSG00000097316",25.5624620714775,1.52879746480009,0.45603219176466,3.35238935410297,0.000801172585676102,0.00492571314608836
"ENSMUSG00000046062",3687.30835230989,0.799143266135717,0.196584750308063,4.06513356139477,4.8004963216626e-05,0.000451430941261053
"ENSMUSG00000026011",8.05800939485844,3.19928871447218,0.994427393929119,3.21721699744347,0.00129440657195448,0.00726966937098318
"ENSMUSG00000026584",599.560358163396,0.497003382260906,0.144142177722497,3.44800800233321,0.00056473730518809,0.00367653108583367
"ENSMUSG00000026639",31.9527182850402,3.26719268793477,0.664199762602165,4.91899105042546,8.69914464085614e-07,1.39959322599119e-05
"ENSMUSG00000016194",3365.66960130995,2.1262497369067,0.326907479395996,6.50413303738177,7.8142719604088e-11,2.86706900444602e-09
"ENSMUSG00000026577",1066.54323051925,0.862125713533706,0.18274603548121,4.71761650677423,2.38623753029013e-06,3.33832759976648e-05
"ENSMUSG00000034353",733.897680616291,2.07055442219389,0.643294044944905,3.21867494105471,0.00128784386225371,0.00724078909592063
"ENSMUSG00000034343",1919.95395590119,0.810500694778483,0.226396064262791,3.58001230020363,0.000343578034256685,0.00244367798574937
"ENSMUSG00000040848",862.921862991719,1.58783566604132,0.272594840149655,5.82489259580112,5.71493411467097e-09,1.49929382102302e-07
"ENSMUSG00000040843",1532.6411458996,0.360077196563735,0.098811844967109,3.64406915672501,0.00026836126154218,0.00197912469920098
"ENSMUSG00000026309",1192.15746131709,0.323314590594422,0.0860556238611231,3.7570419699262,0.000171933669583973,0.00135262426581396
"ENSMUSG00000001143",316.378462767563,1.42991575688138,0.459608008056933,3.1111637130227,0.00186351593721412,0.00970644344532664
"ENSMUSG00000026566",1280.41447303854,3.17096549541421,0.693871228663975,4.56996250085163,4.87811491847762e-06,6.30220162115211e-05
"ENSMUSG00000026313",1537.80058145278,1.23036006585065,0.212953526917358,5.77759891400212,7.57741761759729e-09,1.94183955480293e-07
"ENSMUSG00000026116",2380.19752808093,0.729968121912646,0.131930889746005,5.5329583793302,3.14874207967208e-08,7.11342401470945e-07
"ENSMUSG00000034159",30.9042684491713,5.4656379745802,0.836368931708693,6.53496055073921,6.36263098894711e-11,2.37989068697354e-09
"ENSMUSG00000097823",17.4699154394826,3.99703796359127,1.20901405178374,3.30603102395227,0.000946276097825938,0.0056293946861353
"ENSMUSG00000082774",68.8566959898285,2.64978773783039,0.652858066456129,4.05875009282504,4.9336077170669e-05,0.000462729438508384
"ENSMUSG00000060568",558.580865435145,4.7005269224494,1.08083478802992,4.34897819214094,1.36773310878596e-05,0.000154007117873483
"ENSMUSG00000026687",1524.23489092301,1.43692142916261,0.238931860858275,6.01393813282579,1.81069637731887e-09,5.24241711282611e-08
"ENSMUSG00000026277",2302.49367576812,0.357363554842609,0.0960161298290028,3.72191167753841,0.000197720187097684,0.00153090690883878
"ENSMUSG00000026278",1027.60257061835,3.55634018563693,0.30438685687274,11.683619398599,1.54570715838338e-31,3.04102669758796e-29
"ENSMUSG00000026279",537.611867007079,1.01804536836692,0.123427238362007,8.24814183544347,1.60876361745185e-16,1.17533823817695e-14
"ENSMUSG00000026280",1955.14393472371,0.987543907803152,0.203623499424807,4.84985235295903,1.23553408016913e-06,1.9009270029006e-05
"ENSMUSG00000026667",4348.63025649511,0.699916411633518,0.219286230088973,3.19179371796184,0.00141392272092861,0.0078056281717018
"ENSMUSG00000102752",17.1232628290156,1.77635485807776,0.480735443039801,3.69507778924195,0.000219819477177865,0.00167604804905894
"ENSMUSG00000026083",1856.45706455116,1.49059344760151,0.433191660389488,3.44095601069813,0.000579662763556439,0.00375998281677601
"ENSMUSG00000051185",391.35371128732,0.868423220365809,0.2188702517378,3.96775355933776,7.25533020028819e-05,0.000646510985679032
"ENSMUSG00000089838",72.5731404306971,2.99196292159014,0.792253404336574,3.77652264441273,0.000159033107219053,0.00126306459535133
"ENSMUSG00000026078",1388.5184606108,0.54606076837999,0.152452038969222,3.58185283760116,0.000341165967014898,0.00242958064049845
"ENSMUSG00000026333",208.417034619286,1.05511341903216,0.171728350212466,6.14408405907793,8.04262449788965e-10,2.49012411033793e-08
"ENSMUSG00000089782",196.802073580448,0.769474377323237,0.181277430918503,4.24473346419594,2.18853402652294e-05,0.000230146090853124
"ENSMUSG00000058715",241.426824919398,3.77254141119377,0.808158250847696,4.66807262963245,3.04038428837886e-06,4.14215059048168e-05
"ENSMUSG00000103922",165.975571340483,0.652428341685581,0.175813856332408,3.71090399412004,0.000206520422998664,0.00158920307092685
"ENSMUSG00000038866",1373.04198282039,0.991678647650444,0.21839257179949,4.54080759010853,5.60391566594874e-06,7.12929922756595e-05
"ENSMUSG00000044340",425.86600239482,0.97229413177698,0.121715719567283,7.98823796329371,1.36881043143627e-15,9.1446784598574e-14
"ENSMUSG00000009905",1409.03873185556,1.30571526864255,0.166776114700549,7.82915030121065,4.91178169374734e-15,3.12279331806542e-13
"ENSMUSG00000026393",3345.56261704283,1.54989902395849,0.491962099424452,3.150443958532,0.00163022529005232,0.00872409704374538
"ENSMUSG00000039395",118.262536233165,1.1079336223565,0.271678681119956,4.07810291845206,4.54046680041988e-05,0.000430216547119041
"ENSMUSG00000033793",5372.06813913093,0.671628905755352,0.120368224572709,5.57978576272555,2.40815007230745e-08,5.58163615089739e-07
"ENSMUSG00000070939",1095.34017244214,0.603805361046029,0.171592182834376,3.51883955942698,0.000433438745687978,0.00295092656669205
"ENSMUSG00000026361",846.673169380054,1.20565631305262,0.305984893153742,3.94024783585258,8.13974724587986e-05,0.00071311263914991
"ENSMUSG00000018189",699.016479851634,0.811644481887338,0.17699799610506,4.58561396031612,4.52654292290074e-06,5.91265654172577e-05
"ENSMUSG00000026360",1949.68771771558,3.59839094352195,1.03113096445142,3.48975161020053,0.000483469692538279,0.00322821318486409
"ENSMUSG00000070504",11.0189737817217,5.03826257157885,1.33045295956282,3.78687764596682,0.00015255217083988,0.00122224027104719
"ENSMUSG00000013997",532.798538751925,0.475502100762991,0.114137110826016,4.16606042786399,3.09908587482443e-05,0.000308870202107551
"ENSMUSG00000006412",402.390671603407,2.45388156650125,0.61783436365102,3.97174665390951,7.13475755035128e-05,0.000636989954708725
"ENSMUSG00000038235",469.218831402362,2.53232638444098,0.590037194585253,4.29180805494981,1.77224117249079e-05,0.000191905699169955
"ENSMUSG00000079164",41.0600094386082,3.35546630874887,0.412109941764361,8.14216297326669,3.88278124530467e-16,2.74830516133661e-14
"ENSMUSG00000030768",445.381488944532,0.938557847635667,0.283494505896626,3.31067385121708,0.000930716176881529,0.00555666689147973
"ENSMUSG00000033159",2663.19911443916,1.58329156295788,0.235829722366523,6.71370659758124,1.89741648388929e-11,7.74654383438854e-10
"ENSMUSG00000049339",2111.46771069657,1.15039332941407,0.249555611292196,4.60976743202584,4.03119671338182e-06,5.35193842085856e-05
"ENSMUSG00000026213",607.904942529619,0.902034500115195,0.193561803946412,4.66018853784254,3.15919872708566e-06,4.2853278716049e-05
"ENSMUSG00000070644",53.505334307593,1.71244066151928,0.495903973123685,3.45316987628202,0.000554039980268184,0.00361725710660592
"ENSMUSG00000026228",184.766974544042,1.76782949458991,0.484475459310527,3.64895571203084,0.000263308487979591,0.00194991875538176
"ENSMUSG00000046856",312.0504998672,6.00344582948449,1.01291436142863,5.92690365354986,3.0869996978874e-09,8.57019716126828e-08
"ENSMUSG00000121242",10.6171301184683,3.40676160736429,0.784093795504239,4.34483938898337,1.39377601773727e-05,0.000156504526392624
"ENSMUSG00000026426",1929.38188955259,1.46477379258006,0.419359291646505,3.4928850314226,0.000477832184419097,0.00319655019006574
"ENSMUSG00000026303",873.508307045255,3.60920367436648,0.544344258836382,6.63036968936111,3.3484716799387e-11,1.31136227891769e-09
"ENSMUSG00000099796",9.71657238730425,4.54596138495855,1.40708532419748,3.23076455050891,0.00123459593894181,0.00701082139327272
"ENSMUSG00000041945",47.4950939093986,2.13662855039721,0.486809395841766,4.38904542239302,1.13849290589911e-05,0.000131504345311924
"ENSMUSG00000026097",244.770323118408,0.816818675038564,0.131318467550892,6.2201356006687,4.96725405098569e-10,1.5952674770942e-08
"ENSMUSG00000026073",1660.40282116357,3.70244625723482,0.634915902015491,5.83139632427176,5.49654589874802e-09,1.44869932306032e-07
"ENSMUSG00000025925",197.422161908644,0.777521591885175,0.246188547003738,3.15823624351368,0.00158726870429857,0.00854546344443094
"ENSMUSG00000025921",2082.87796244268,2.02475254134756,0.62239462733145,3.25316519846708,0.00114127126644178,0.00655988126600286
"ENSMUSG00000042111",305.696619330154,0.795197381606293,0.158888052520291,5.00476510972871,5.59301889908609e-07,9.44876066345944e-06
"ENSMUSG00000061815",35.2236762011172,3.64980694288075,0.567520309276794,6.43114771968565,1.26644007055025e-10,4.5140187735761e-09
"ENSMUSG00000026180",19.6567062387927,5.07835264432759,1.35368420598866,3.75150468762294,0.000175776466108818,0.00137938152707127
"ENSMUSG00000006304",7652.86411527307,0.922687796519242,0.19587200940915,4.710666926339,2.46907472237338e-06,3.44649726330845e-05
"ENSMUSG00000006299",2771.25757190684,0.285875930544861,0.0789181640911117,3.62243513692,0.000291842654547604,0.00212161203564924
"ENSMUSG00000006301",3378.75550024036,0.608970494441144,0.13294844080572,4.58050121348204,4.63862925220909e-06,6.0333571314782e-05
"ENSMUSG00000026174",1350.8479323496,0.600281307486999,0.0968849457373356,6.19581610866996,5.79837931525086e-10,1.83390260216276e-08
"ENSMUSG00000026197",383.305560869484,0.865989575114401,0.201307928234351,4.30181554551724,1.69404309781355e-05,0.000184674349223252
"ENSMUSG00000070738",2593.38511701197,0.939079500780017,0.216417500080445,4.339203162549,1.43000277994297e-05,0.000159916333232656
"ENSMUSG00000044783",733.798758182038,0.443145464148536,0.108530006308552,4.08316077019908,4.44272644695871e-05,0.000422075904957073
"ENSMUSG00000026437",154.840850806457,2.48625973303026,0.715389138160016,3.47539485911812,0.000510101908739862,0.0033744787640387
"ENSMUSG00000026457",3978.60089565057,1.04571274816961,0.213368968222104,4.90095985786035,9.53695436064302e-07,1.5148782050542e-05
"ENSMUSG00000006014",31.7356777098287,2.40556556726439,0.600680132546976,4.00473635954034,6.20866856341705e-05,0.000564930053625413
"ENSMUSG00000050565",9763.82647917879,0.954075653842278,0.26195664891144,3.64211276105011,0.0002704095690681,0.00199121949424621
"ENSMUSG00000067653",12.1110236852541,2.25264687008696,0.662726136527269,3.3990614613315,0.00067617519599837,0.00428152900334903
"ENSMUSG00000079610",112.502805979808,1.11878543223516,0.24817907848534,4.50797641389924,6.54488496108859e-06,8.11163172806347e-05
"ENSMUSG00000026121",1929.40519072558,2.70526313619187,0.708309567624468,3.81932316016116,0.000133818354803572,0.00109697684157547
"ENSMUSG00000046337",9.56476296607748,2.57442559310218,0.688628180563805,3.73848422960908,0.000185133103722749,0.00144418848879695
"ENSMUSG00000061518",1016.82446836672,0.263697442712146,0.0809145976758224,3.25896006760891,0.00111821406099356,0.00645705951652069
"ENSMUSG00000027460",1551.4163846534,3.40009992094303,1.06672280001373,3.1874259375531,0.00143545214920277,0.00788961887373087
"ENSMUSG00000050530",806.67601270977,2.19041740176992,0.367024605297559,5.96803966315577,2.40121006408755e-09,6.77928075268831e-08
"ENSMUSG00000027463",81.9317506321157,4.36747470695348,0.981869112086445,4.44812312882795,8.66238721059029e-06,0.000103115010406769
"ENSMUSG00000026893",65.1262235023252,2.82099166671556,0.736036018551298,3.83268154766117,0.000126753992247813,0.00104662103446922
"ENSMUSG00000059742",10.4500331721201,2.86638622505313,0.896756893890023,3.19639162473465,0.00139158092488686,0.00770612610576755
"ENSMUSG00000039496",51.1817605870047,1.71922139032118,0.54764341183164,3.13930808474641,0.00169347300725336,0.00898176959440299
"ENSMUSG00000026655",2340.99272902257,2.3075447405277,0.353527413195906,6.52720172296506,6.7009773156495e-11,2.48413381615458e-09
"ENSMUSG00000009621",1124.6596894722,1.5442633698365,0.485295473089689,3.18210957131904,0.00146206493846911,0.00800946164275141
"ENSMUSG00000007659",2884.96924645172,1.20799917806337,0.22524346277852,5.36308207644271,8.18138078302928e-08,1.68385486198327e-06
"ENSMUSG00000034903",1661.11871075291,4.32231306786468,0.399376115235652,10.8226629059034,2.68850447349981e-27,4.50838743455479e-25
"ENSMUSG00000081056",28.4595860878632,2.49535359779687,0.630817447965365,3.95574600202542,7.62961910031862e-05,0.000674557712880972
"ENSMUSG00000027472",1199.33573985421,0.572672594338486,0.135630388049918,4.22230299988316,2.41818727960443e-05,0.000249398331493286
"ENSMUSG00000038963",83.9279052243673,2.03168157291975,0.517787224080463,3.92377694626941,8.71714501209703e-05,0.000758643626862614
"ENSMUSG00000026669",112.348844502023,1.55616590878964,0.451961956050029,3.44313473282115,0.000575012767255776,0.00373369776576217
"ENSMUSG00000027569",499.636172343511,0.696122497573377,0.221227336123842,3.14663870103147,0.00165158906470922,0.00881271424446218
"ENSMUSG00000050211",630.012324808331,6.90025544441272,1.3278994731104,5.1963688397661,2.03218863014209e-07,3.81203191537014e-06
"ENSMUSG00000070719",814.824928956349,8.45760804079665,1.41213774446993,5.98922312920071,2.10845734258675e-09,6.04150403232484e-08
"ENSMUSG00000046971",576.920366251812,7.38076892516633,1.20238650349424,6.1384329445791,8.33394767344067e-10,2.57394334448194e-08
"ENSMUSG00000027291",991.654933106741,0.445762936036158,0.139299445368312,3.20003381820759,0.00137411463337716,0.00762461208739989
"ENSMUSG00000038848",1815.05218486175,0.803894229930538,0.216309100298061,3.71641428318467,0.000202070151552214,0.00155975434250344
"ENSMUSG00000034738",183.568040327859,5.08423627820448,0.949000726083082,5.35746300130794,8.43986434801037e-08,1.72709623750522e-06
"ENSMUSG00000083097",44.2874521908231,1.10685120161558,0.292124209806518,3.78897456786849,0.000151270397187731,0.00121375791397965
"ENSMUSG00000027068",1123.07974823202,4.27422374353905,1.32540005524887,3.22485556463666,0.0012603623814319,0.00712636670343008
"ENSMUSG00000063145",210.131029261829,0.518859960909677,0.14070674545911,3.68752726968915,0.000226443832858554,0.00171921167055722
"ENSMUSG00000086748",7.51520905693278,4.46202919068278,1.3183515462993,3.38455186949792,0.000712945471087435,0.00447129908147356
"ENSMUSG00000027488",525.237673782305,2.06869503286443,0.289098307450412,7.15568019442406,8.32590413649539e-13,4.02381123316197e-11
"ENSMUSG00000061186",831.003422760041,4.27055789283666,0.868036093607146,4.91979299511643,8.66357898867385e-07,1.39476923074101e-05
"ENSMUSG00000027490",93.9739454819144,2.38076612501937,0.71251708564094,3.34134601541206,0.000833732487548129,0.00507948979452682
"ENSMUSG00000000876",196.898280288268,1.14504603066074,0.271151426129077,4.22290248296779,2.41176187316592e-05,0.000249112369420933
"ENSMUSG00000027602",1752.85282903584,0.767029677724909,0.236164164034891,3.2478665036224,0.00116273809749951,0.00666946145641017
"ENSMUSG00000038383",720.923012588507,0.37056269518865,0.116634209278272,3.17713557181618,0.00148737489138036,0.00811608408736181
"ENSMUSG00000041997",1450.4948662237,0.362660884208893,0.111186717561494,3.26172848846191,0.00110735150479363,0.00640766204232829
"ENSMUSG00000038369",1325.88459825599,1.03107219116837,0.310437773622975,3.32134900703353,0.000895834396334374,0.00539097259797945
"ENSMUSG00000041975",137.82971782873,0.466249631713267,0.136950415763215,3.40451417481933,0.000662818601720267,0.00420761828825777
"ENSMUSG00000083993",14.5275986184963,5.16565830524889,1.21012684379302,4.26869161009408,1.96622885588215e-05,0.000209630714679116
"ENSMUSG00000074884",315.668631054691,1.47816204938893,0.372640256482278,3.9667266852561,7.28664707189909e-05,0.000648145830325634
"ENSMUSG00000053702",24.2070326687395,2.29590479617903,0.504419040955827,4.55158233485498,5.32439535182111e-06,6.80835937874116e-05
"ENSMUSG00000008226",301.468962720351,1.2802375194289,0.211290720696357,6.05912798825044,1.36861463743163e-09,4.05168309607426e-08
"ENSMUSG00000038605",69.0839902216205,1.44308838975689,0.357595237659661,4.03553581753888,5.44778276365162e-05,0.000504889837287089
"ENSMUSG00000027236",544.599306749464,0.723373522796057,0.185286410428179,3.90408298765359,9.45833243302385e-05,0.00081072347914763
"ENSMUSG00000036617",744.825239688576,1.19311212871593,0.297643250746363,4.00853076871091,6.10976793462285e-05,0.000557555374778986
"ENSMUSG00000082164",10.9734789258003,2.35778171640752,0.506306801061238,4.65682410638276,3.21124573894306e-06,4.34884477144884e-05
"ENSMUSG00000081219",10.1950608652865,1.73237318344682,0.441547428927908,3.92341359036577,8.7303086957882e-05,0.000759260330918775
"ENSMUSG00000027637",1016.09598860154,0.681473981180938,0.140232244757201,4.85960973070672,1.17617377870869e-06,1.82760435539896e-05
"ENSMUSG00000056486",293.161976337368,2.46621709170192,0.63362550769492,3.89223139181032,9.93264426623269e-05,0.000847599213238012
"ENSMUSG00000027244",963.378729607707,0.902251062668389,0.258472550279739,3.49070360350414,0.000481750383141792,0.00321931400726954
"ENSMUSG00000018770",3977.64836620163,0.798675530776032,0.146199117437638,5.46292990528286,4.68339563858195e-08,1.02111102465627e-06
"ENSMUSG00000043342",466.992218809276,1.00316167708732,0.25963323281436,3.8637645351225,0.000111652854573196,0.000937418758187454
"ENSMUSG00000027200",1638.26395150143,1.70304507989849,0.353142854258992,4.8225386960527,1.41742520411374e-06,2.13219663756688e-05
"ENSMUSG00000016024",1564.46394365694,2.87126062991969,0.597291428371237,4.80713516641177,1.53108478388012e-06,2.28392145731515e-05
"ENSMUSG00000026854",419.227299129179,0.483334840096915,0.143468247358662,3.36893249200017,0.000754599082700972,0.00469431187945209
"ENSMUSG00000086416",20.4824100136871,2.25774418612346,0.483141635105686,4.67304827833682,2.96761973345653e-06,4.05628811051121e-05
"ENSMUSG00000027203",745.770600758401,1.87959558071463,0.521968910383174,3.60097228651957,0.000317029372520302,0.00228016577483946
"ENSMUSG00000027220",198.695237899885,3.3651645675369,0.724580049214528,4.64429647377796,3.412372507189e-06,4.59630940510105e-05
"ENSMUSG00000068735",446.057430344613,1.87063372785505,0.497469252732795,3.76030019459278,0.00016970957913058,0.00133807622093931
"ENSMUSG00000001864",6392.68333829429,3.37946940396355,0.604642758567642,5.58920016171084,2.28117886234023e-08,5.30209628413329e-07
"ENSMUSG00000017697",3342.28633117802,6.09863109821912,0.885869998711925,6.88434093838448,5.80556815306038e-12,2.54934843360926e-10
"ENSMUSG00000027011",1033.63217711751,0.678615651199191,0.198300833361036,3.42215229102781,0.000621275048267028,0.00398745912047263
"ENSMUSG00000018209",1946.34362357879,0.579074914546124,0.169966985656082,3.40698467005732,0.000656848161345566,0.00418166806457558
"ENSMUSG00000001999",506.829679074392,0.501203739538751,0.124255792863599,4.03364485460202,5.49183001660131e-05,0.00050821801775852
"ENSMUSG00000003662",1113.70492233706,0.504305290300187,0.162387256705508,3.10557183199882,0.00189911487627533,0.00985643844356885
"ENSMUSG00000017721",1214.17999603691,0.985413653719783,0.218129205017759,4.51756862928812,6.25537566652765e-06,7.80313611601897e-05
"ENSMUSG00000058620",402.228498100845,6.08587098259066,1.0747056214571,5.66282604378618,1.48900089707539e-08,3.60855251351364e-07
"ENSMUSG00000076434",54.6697140980154,2.61860513192374,0.63473453992257,4.12551226886626,3.69910460895153e-05,0.000359885738816268
"ENSMUSG00000017299",476.244568129275,0.502576284347829,0.128720882195827,3.90438812859631,9.44640757633402e-05,0.000809979202821832
"ENSMUSG00000027163",524.723277089335,0.925673197514565,0.119487730772366,7.74701462259795,9.40781263904625e-15,5.78974400490664e-13
"ENSMUSG00000050373",447.132052235367,0.913772687600169,0.133256332870573,6.85725524570516,7.01961460172767e-12,3.05029722502205e-10
"ENSMUSG00000017307",176.812751694532,1.00020201062387,0.197269454449394,5.07023255787658,3.97329891602779e-07,6.91824715790037e-06
"ENSMUSG00000045822",206.117513397761,1.22314564884776,0.281887044403278,4.33913396565284,1.43045307282073e-05,0.000159916333232656
"ENSMUSG00000027375",64.7281159300602,4.62603292278749,0.540511837432689,8.55861537604821,1.14231124355935e-17,9.61002987595079e-16
"ENSMUSG00000017760",6089.28275430394,1.27010760835879,0.293413102120346,4.32873514911357,1.4996815200924e-05,0.000166095046369808
"ENSMUSG00000083796",39.5701803710289,2.54180696667891,0.754493023983579,3.36889392728729,0.000754704667404107,0.00469431187945209
"ENSMUSG00000037938",167.672049129359,0.885093472119653,0.264989144348287,3.34011219326153,0.000837445508757099,0.00509729926475149
"ENSMUSG00000027399",11.6789492484146,2.80577137462865,0.585746222915811,4.79008018295308,1.6671467998028e-06,2.4618989326166e-05
"ENSMUSG00000017664",789.49212979923,0.79033267054923,0.192489528958462,4.10584760025976,4.02835015061681e-05,0.000387339960830083
"ENSMUSG00000044628",19.2125876772835,3.00031983133811,0.838598303674413,3.57777951397215,0.00034652556758027,0.00246183901949407
"ENSMUSG00000048707",238.016807260518,0.800939624739237,0.193200848669779,4.14563202104879,3.38877678256303e-05,0.000333889597807946
"ENSMUSG00000026966",900.104935351582,0.602487990031021,0.11179011616267,5.38945669538725,7.06710059547281e-08,1.48136388824231e-06
"ENSMUSG00000026820",521.167123814737,0.405483059118931,0.120449825578464,3.36640636191532,0.000761544322558089,0.00472713551502178
"ENSMUSG00000026965",1495.18783914748,1.36274967303019,0.397014796386725,3.43249089311715,0.00059806396702812,0.00386529391623503
"ENSMUSG00000027173",188.299447732201,1.18567014043907,0.201540883473711,5.88302541897775,4.02834029441292e-09,1.08930855623594e-07
"ENSMUSG00000039621",676.91912821944,2.36710688962579,0.324675045495397,7.29069548912821,3.08359016148854e-13,1.58858935618459e-11
"ENSMUSG00000055312",41.4699284123577,3.67733997526665,1.16998544564748,3.14306471840903,0.00167188870313366,0.00889940586631819
"ENSMUSG00000074582",1881.41181304771,0.928226738641893,0.148171008425529,6.26456382058315,3.73870418346419e-10,1.23076762487531e-08
"ENSMUSG00000026958",1319.64886491984,0.960442110882806,0.156912805534538,6.12086507287261,9.30686889242376e-10,2.83241688363094e-08
"ENSMUSG00000026796",9132.80654283461,1.44967479453247,0.266609059729924,5.43745511124415,5.40469606406143e-08,1.16515734129973e-06
"ENSMUSG00000026791",177.49491540263,0.82488863597105,0.148527724283804,5.55376876572125,2.79575264403821e-08,6.3910956600127e-07
"ENSMUSG00000015090",64.974039162491,4.99425510037605,1.0429079914529,4.7887782443957,1.67799781899238e-06,2.47545391601091e-05
"ENSMUSG00000074577",134.577352486505,3.5702051937936,0.743283085853718,4.80329131893664,1.56078544966254e-06,2.32129674078977e-05
"ENSMUSG00000074576",239.700627545669,0.744045814809097,0.179303772102117,4.14963838231663,3.33000925321852e-05,0.000328608259087353
"ENSMUSG00000050199",434.420671662643,0.780972342543165,0.119607013992451,6.52948616033887,6.59957091844174e-11,2.45382260369323e-09
"ENSMUSG00000038718",259.06698059131,0.7618973750918,0.233748851627832,3.25947002428431,0.00111620575181036,0.00644993453162204
"ENSMUSG00000037482",5935.48420419184,5.21300836962851,1.23938818834025,4.2061142898333,2.59798886708007e-05,0.000265277277616929
"ENSMUSG00000079037",5676.06482200408,1.46951968041015,0.254626639338618,5.77127233908897,7.86752003499544e-09,2.01205584027017e-07
"ENSMUSG00000082990",44.6115870033332,3.56492621029835,0.935550488605532,3.81051183631147,0.000138679371960325,0.00112904620000022
"ENSMUSG00000058793",3391.28167496558,1.0571388399502,0.263950266996544,4.0050682728199,6.1999571735466e-05,0.000564425743570645
